date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:24:31	83556/83556	---M--	200	added ('OK')	image/jpeg	etag:%2214664-5b86ae24929ed%22	https://www.pluralsight.com/etc/clientlibs/pluralsight/main/images/paths_background.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/etc/clientlibs/pluralsight/main/images/paths_background.jpg	(from https://www.pluralsight.com/etc/clientlibs/pluralsight/uber.min.252bd16ac24829b9d48f017f449f49c4.css)
06:24:32	320/320	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22140-5b86ae74b0a9a-gzip%22	https://www.pluralsight.com/etc/clientlibs/pluralsight/main/images/learning-paths/down-arrow.svg	/home/long/Desktop/tyxoa4/www.pluralsight.com/etc/clientlibs/pluralsight/main/images/learning-paths/down-arrow.svg	(from https://www.pluralsight.com/etc/clientlibs/pluralsight/uber.min.252bd16ac24829b9d48f017f449f49c4.css)
06:24:34	110747/110747	---M--	200	added ('OK')	image/jpeg	etag:W/%221b09b-5b86bdbde0722%22	https://www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/generic.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/generic.jpg	(from https://www.pluralsight.com/etc/clientlibs/pluralsight/uber.min.252bd16ac24829b9d48f017f449f49c4.css)
06:24:34	45979/45979	---M--	200	added ('OK')	image/jpeg	etag:W/%22b39b-5b86bdbebd268%22	https://www.pluralsight.com/etc/clientlibs/pluralsight/main/images/jscom-blog/triangles_bg.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/etc/clientlibs/pluralsight/main/images/jscom-blog/triangles_bg.jpg	(from https://www.pluralsight.com/etc/clientlibs/pluralsight/uber.min.252bd16ac24829b9d48f017f449f49c4.css)
06:24:36	138465/138465	---M--	200	added ('OK')	image/jpeg	etag:W/%2221ce1-5b86bdbfc4b5b%22	https://www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/architecture-construction.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/architecture-construction.jpg	(from https://www.pluralsight.com/etc/clientlibs/pluralsight/uber.min.252bd16ac24829b9d48f017f449f49c4.css)
06:24:37	79191/79191	---M--	200	added ('OK')	image/jpeg	etag:W/%2213557-5b86bdc13f609%22	https://www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/business-professional.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/business-professional.jpg	(from https://www.pluralsight.com/etc/clientlibs/pluralsight/uber.min.252bd16ac24829b9d48f017f449f49c4.css)
06:24:37	48194/48194	---M--	200	added ('OK')	image/jpeg	etag:W/%22bc42-5b86bdc1f831b%22	https://www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/creative-professional.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/creative-professional.jpg	(from https://www.pluralsight.com/etc/clientlibs/pluralsight/uber.min.252bd16ac24829b9d48f017f449f49c4.css)
06:24:38	35686/35686	---M--	200	added ('OK')	image/jpeg	etag:W/%228b66-5b86bdc28ac8b%22	https://www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/data-professional.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/data-professional.jpg	(from https://www.pluralsight.com/etc/clientlibs/pluralsight/uber.min.252bd16ac24829b9d48f017f449f49c4.css)
06:24:40	138095/138095	---M--	200	added ('OK')	image/jpeg	etag:W/%2221b6f-5b86bdc420b13%22	https://www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/it-ops.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/it-ops.jpg	(from https://www.pluralsight.com/etc/clientlibs/pluralsight/uber.min.252bd16ac24829b9d48f017f449f49c4.css)
06:24:40	72182/72182	---M--	200	added ('OK')	image/jpeg	etag:W/%22119f6-5b86bdc4bf7db%22	https://www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/manufacturing-design.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/manufacturing-design.jpg	(from https://www.pluralsight.com/etc/clientlibs/pluralsight/uber.min.252bd16ac24829b9d48f017f449f49c4.css)
06:24:41	64183/64183	---M--	200	added ('OK')	image/jpeg	etag:W/%22fab7-5b86bdc567770%22	https://www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/software-development.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/software-development.jpg	(from https://www.pluralsight.com/etc/clientlibs/pluralsight/uber.min.252bd16ac24829b9d48f017f449f49c4.css)
06:24:42	42610/42610	---M--	200	added ('OK')	image/jpeg	etag:W/%22a672-5b86bdc66139d%22	https://www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/security-professional.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/etc/clientlibs/pluralsight/main/images/course/security-professional.jpg	(from https://www.pluralsight.com/etc/clientlibs/pluralsight/uber.min.252bd16ac24829b9d48f017f449f49c4.css)
06:24:43	76373/76373	---M--	200	added ('OK')	image/jpeg	etag:W/%2212a55-5b86bd751a311%22	https://www.pluralsight.com/etc/clientlibs/pluralsight/main/images/browse/testimonials-bg.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/etc/clientlibs/pluralsight/main/images/browse/testimonials-bg.jpg	(from https://www.pluralsight.com/etc/clientlibs/pluralsight/uber.min.252bd16ac24829b9d48f017f449f49c4.css)
06:24:44	970/970	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%223ca-5b86bdc859c30-gzip%22	https://www.pluralsight.com/content/dam/pluralsight2/general/logo/PluralSight_WhiteIcon_Mobile.svg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/general/logo/PluralSight_WhiteIcon_Mobile.svg	(from https://www.pluralsight.com/etc/clientlibs/pluralsight/uber.min.252bd16ac24829b9d48f017f449f49c4.css)
06:24:45	13727/13727	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2008%20Jan%202021%2023:21:07%20GMT	https://www.pluralsight.com/customer	/home/long/Desktop/tyxoa4/www.pluralsight.com/customer	(from https://www.pluralsight.com/customer/)
06:24:46	9663/9663	---M--	200	added ('OK')	image/jpeg	etag:W/%222d6e-5b86b287e2d7c%22	https://www.pluralsight.com/etc/clientlibs/pluralsight/main/images/resource-center/resource-center-default.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/etc/clientlibs/pluralsight/main/images/resource-center/resource-center-default.jpg	(from https://www.pluralsight.com/product/skills)
06:24:47	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:24:47%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/product/skills)
06:24:48	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:24:48%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/product/skills)
06:24:49	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:24:49%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/product/skills)
06:24:50	78901/78901	---M--	200	added ('OK')	image/jpeg	etag:W/%2213435-5b86bb6650991%22	https://www.pluralsight.com/content/dam/pluralsight2/gtm-assets/backgrounds/gtm-hero-business.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/gtm-assets/backgrounds/gtm-hero-business.jpg	(from https://www.pluralsight.com/product/skills)
06:24:52	201850/201850	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:21:36%20GMT	https://www.pluralsight.com/pricing/free-trial?slider=team.html	/home/long/Desktop/tyxoa4/www.pluralsight.com/pricing/free-trialc1dd.html	(from https://www.pluralsight.com/product/skills)
06:24:53	82877/82877	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:24:52%20GMT	https://www.pluralsight.com/product/advanced-analytics	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/advanced-analytics.html	(from https://www.pluralsight.com/product/skills)
06:24:55	123902/123902	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:24:55%20GMT	https://www.pluralsight.com/product/interactive-courses	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/interactive-courses.html	(from https://www.pluralsight.com/product/skills)
06:24:57	52933/52933	---M--	200	added ('OK')	image/jpeg	etag:%22cec5-5b86adb58fde8%22	https://www.pluralsight.com/content/dam/pluralsight2/product/v2/skills-bg-cs.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/product/v2/skills-bg-cs.jpg	(from https://www.pluralsight.com/product/skills)
06:24:57	131931/131931	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:24:57%20GMT	https://www.pluralsight.com/product/projects	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/projects.html	(from https://www.pluralsight.com/product/skills)
06:24:58	550/550	---M--	200	added ('OK')	image/png	etag:W/%226c6-5b86ae933ae52%22	https://www.pluralsight.com/content/dam/pluralsight/images/target/new-home-marquee/close.png	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight/images/target/new-home-marquee/close.png	(from https://www.pluralsight.com/product/skills)
06:25:00	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:24:59%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/product/skills/personal)
06:25:00	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:25:00%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/product/skills/personal)
06:25:01	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:25:01%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/product/skills/personal)
06:25:03	196310/196310	---M--	200	added ('OK')	image/jpeg	etag:W/%222fed6-5b86bdd979ff5%22	https://www.pluralsight.com/content/dam/pluralsight2/product/v2/bg-skills-hero.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/product/v2/bg-skills-hero.jpg	(from https://www.pluralsight.com/product/skills/personal)
06:25:04	87428/87428	---M--	200	added ('OK')	image/jpeg	etag:W/%2215584-5b86bdda7a34f%22	https://www.pluralsight.com/content/pluralsight/en/product/skills/personal/jcr:content/main/generic_block_149127/image-res.img.28c7a903-e40a-43fd-8a27-001f0cc17dc7.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/pluralsight/en/product/skills/personal/jcr_content/main/generic_block_149127/image-res.img.28c7a903-e40a-43fd-8a27-001f0cc17dc7.jpg	(from https://www.pluralsight.com/product/skills/personal)
06:25:05	171221/171221	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:25:04%20GMT	https://www.pluralsight.com/buy?sku=IND-M-PLUS-FT	/home/long/Desktop/tyxoa4/www.pluralsight.com/buy4ba9.html	(from https://www.pluralsight.com/product/skills/personal)
06:25:05	49709/49709	---M--	200	added ('OK')	image/jpeg	etag:W/%22c22d-5b86bddc58e03%22	https://www.pluralsight.com/content/dam/pluralsight2/compressed-video/stills/library.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/compressed-video/stills/library.jpg	(from https://www.pluralsight.com/product/skills/personal)
06:25:07	13438/13438	---M--	200	added ('OK')	image/jpeg	etag:%22347e-5b86bd6e3c1f9%22	https://www.pluralsight.com/content/dam/pluralsight2/compressed-video/stills/certs.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/compressed-video/stills/certs.jpg	(from https://www.pluralsight.com/product/skills/personal)
06:25:07	427549/427549	---MCZ	200	added ('OK')	video/mp4	etag:W/%226861d-5b86bddde4bb1-gzip%22	https://www.pluralsight.com/content/dam/pluralsight2/compressed-video/library.mp4	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/compressed-video/library.mp4	(from https://www.pluralsight.com/product/skills/personal)
06:25:09	194369/194369	---MCZ	200	added ('OK')	video/mp4	etag:W/%222f741-5b86bddf28dc7-gzip%22	https://www.pluralsight.com/content/dam/pluralsight2/compressed-video/certs.mp4	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/compressed-video/certs.mp4	(from https://www.pluralsight.com/product/skills/personal)
06:25:09	23404/23404	---M--	200	added ('OK')	image/jpeg	etag:W/%225b6c-5b86bde020ab3%22	https://www.pluralsight.com/content/dam/pluralsight2/compressed-video/stills/channels.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/compressed-video/stills/channels.jpg	(from https://www.pluralsight.com/product/skills/personal)
06:25:11	312211/312211	---MCZ	200	added ('OK')	video/mp4	etag:W/%224c393-5b86bde127c1f-gzip%22	https://www.pluralsight.com/content/dam/pluralsight2/compressed-video/channels.mp4	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/compressed-video/channels.mp4	(from https://www.pluralsight.com/product/skills/personal)
06:25:11	14019/14019	---M--	200	added ('OK')	image/jpeg	etag:%2236c3-5b86abc552a4f%22	https://www.pluralsight.com/content/dam/pluralsight2/compressed-video/stills/skills.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/compressed-video/stills/skills.jpg	(from https://www.pluralsight.com/product/skills/personal)
06:25:13	319181/319181	---MCZ	200	added ('OK')	video/mp4	etag:W/%224decd-5b86bde30f4f5-gzip%22	https://www.pluralsight.com/content/dam/pluralsight2/compressed-video/skills.mp4	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/compressed-video/skills.mp4	(from https://www.pluralsight.com/product/skills/personal)
06:25:14	24818/24818	---M--	200	added ('OK')	image/jpeg	etag:W/%2260f2-5b86bde48860a%22	https://www.pluralsight.com/content/dam/pluralsight2/compressed-video/stills/roleIQ.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/compressed-video/stills/roleIQ.jpg	(from https://www.pluralsight.com/product/skills/personal)
06:25:14	597536/597536	---MCZ	200	added ('OK')	video/mp4	etag:W/%2291e20-5b86bde5072c0-gzip%22	https://www.pluralsight.com/content/dam/pluralsight2/compressed-video/roleIQ.mp4	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/compressed-video/roleIQ.mp4	(from https://www.pluralsight.com/product/skills/personal)
06:25:15	27236/27236	---M--	200	added ('OK')	image/jpeg	etag:W/%226a64-5b86bde5d6021%22	https://www.pluralsight.com/content/dam/pluralsight2/compressed-video/stills/hands-on.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/compressed-video/stills/hands-on.jpg	(from https://www.pluralsight.com/product/skills/personal)
06:25:17	119482/119482	---MCZ	200	added ('OK')	video/mp4	etag:W/%221d2ba-5b86bde6d1b80-gzip%22	https://www.pluralsight.com/content/dam/pluralsight2/compressed-video/hands-on.mp4	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/compressed-video/hands-on.mp4	(from https://www.pluralsight.com/product/skills/personal)
06:25:17	50170/50170	---M--	200	added ('OK')	image/jpeg	etag:%22c3fa-5b86bd6e3f0d9%22	https://www.pluralsight.com/content/dam/pluralsight2/compressed-video/stills/vscode.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/compressed-video/stills/vscode.jpg	(from https://www.pluralsight.com/product/skills/personal)
06:25:19	3946034/3946034	---MCZ	200	added ('OK')	video/mp4	etag:W/%223c3632-5b86bde8c4b47-gzip%22	https://www.pluralsight.com/content/dam/pluralsight2/compressed-video/vscode.mp4	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/compressed-video/vscode.mp4	(from https://www.pluralsight.com/product/skills/personal)
06:25:20	155194/155194	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:25:19%20GMT	https://www.pluralsight.com/buy?sku=IND-M-PLUS	/home/long/Desktop/tyxoa4/www.pluralsight.com/buy2638.html	(from https://www.pluralsight.com/product/skills/personal)
06:25:21	155196/155196	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:25:20%20GMT	https://www.pluralsight.com/buy?sku=IND-Y-PLUS	/home/long/Desktop/tyxoa4/www.pluralsight.com/buy93e3.html	(from https://www.pluralsight.com/product/skills/personal)
06:25:22	171216/171216	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:25:21%20GMT	https://www.pluralsight.com/buy?sku=IND-Y-PLUS-FT	/home/long/Desktop/tyxoa4/www.pluralsight.com/buy1e02.html	(from https://www.pluralsight.com/product/skills/personal)
06:25:23	155294/155294	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:25:22%20GMT	https://www.pluralsight.com/buy?sku=IND-Y-PREM	/home/long/Desktop/tyxoa4/www.pluralsight.com/buy1ee6.html	(from https://www.pluralsight.com/product/skills/personal)
06:25:24	171736/171736	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:25:23%20GMT	https://www.pluralsight.com/buy?sku=IND-Y-PREM-FT	/home/long/Desktop/tyxoa4/www.pluralsight.com/buy88d7.html	(from https://www.pluralsight.com/product/skills/personal)
06:25:24	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:25:24%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/product/skills/software-dev)
06:25:25	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:25:25%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/product/skills/software-dev)
06:25:26	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:25:26%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/product/skills/software-dev)
06:25:27	68164/68164	---M--	200	added ('OK')	image/jpeg	etag:W/%2210a44-5b86bdf148aaa%22	https://www.pluralsight.com/content/dam/pluralsight2/product/v2/bg-softdev.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/product/v2/bg-softdev.jpg	(from https://www.pluralsight.com/product/skills/software-dev)
06:25:28	99605/99605	---M--	200	added ('OK')	image/jpeg	etag:W/%2218515-5b86bdf252cea%22	https://www.pluralsight.com/content/dam/pluralsight2/product/v2/skills-bg-cs-fujitsu.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/product/v2/skills-bg-cs-fujitsu.jpg	(from https://www.pluralsight.com/product/skills/software-dev)
06:25:30	122325/122325	---M--	200	added ('OK')	image/jpeg	etag:W/%221ddd5-5b86bdf3325c3%22	https://www.pluralsight.com/content/pluralsight/en/product/skills/software-dev/jcr:content/main/generic_block_193899/parsys/generic_block_119848/image-res.img.71cc2e18-25f1-493e-89ba-08a006aa4a0c.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/pluralsight/en/product/skills/software-dev/jcr_content/main/generic_block_193899/parsys/generic_block_119848/image-res.img.71cc2e18-25f1-493e-89ba-08a006aa4a0c.jpg	(from https://www.pluralsight.com/product/skills/software-dev)
06:25:32	92413/92413	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:25:32%20GMT	https://www.pluralsight.com/customer-stories/business/fujitsu	/home/long/Desktop/tyxoa4/www.pluralsight.com/customer-stories/business/fujitsu.html	(from https://www.pluralsight.com/product/skills/software-dev)
06:25:32	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:25:32%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/product/skills/it-ops)
06:25:33	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:25:33%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/product/skills/it-ops)
06:25:34	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:25:34%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/product/skills/it-ops)
06:25:36	87638/87638	---M--	200	added ('OK')	image/jpeg	etag:W/%2215656-5b86bdf90335b%22	https://www.pluralsight.com/content/dam/pluralsight2/product/v2/bg-it-ops.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/product/v2/bg-it-ops.jpg	(from https://www.pluralsight.com/product/skills/it-ops)
06:25:37	103378/103378	---M--	200	added ('OK')	image/jpeg	etag:W/%22193d2-5b86bdf9f0b6a%22	https://www.pluralsight.com/content/dam/pluralsight2/product/v2/skills-bg-cs-vmware.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/product/v2/skills-bg-cs-vmware.jpg	(from https://www.pluralsight.com/product/skills/it-ops)
06:25:38	122325/122325	---M--	200	added ('OK')	image/jpeg	etag:W/%221ddd5-5b86bdfae7c9e%22	https://www.pluralsight.com/content/pluralsight/en/product/skills/it-ops/jcr:content/main/generic_block_193899_985158002/parsys/generic_block_119848/image-res.img.30259b2b-fe0e-4ad7-a43b-78fa672b36ca.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/pluralsight/en/product/skills/it-ops/jcr_content/main/generic_block_193899_985158002/parsys/generic_block_119848/image-res.img.30259b2b-fe0e-4ad7-a43b-78fa672b36ca.jpg	(from https://www.pluralsight.com/product/skills/it-ops)
06:25:38	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:25:38%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/product/skills/security)
06:25:39	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:25:39%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/product/skills/security)
06:25:40	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:25:40%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/product/skills/security)
06:25:42	88773/88773	---M--	200	added ('OK')	image/jpeg	etag:W/%2215ac5-5b86bdfeaea55%22	https://www.pluralsight.com/content/dam/pluralsight2/product/v2/bg-security.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/product/v2/bg-security.jpg	(from https://www.pluralsight.com/product/skills/security)
06:25:43	153362/153362	---M--	200	added ('OK')	image/jpeg	etag:W/%2225712-5b86bdff9e1ca%22	https://www.pluralsight.com/content/dam/pluralsight2/product/v2/skills-bg-cs-acxiom.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/dam/pluralsight2/product/v2/skills-bg-cs-acxiom.jpg	(from https://www.pluralsight.com/product/skills/security)
06:25:44	122325/122325	---M--	200	added ('OK')	image/jpeg	etag:W/%221ddd5-5b86be00943f9%22	https://www.pluralsight.com/content/pluralsight/en/product/skills/security/jcr:content/main/generic_block_193899/parsys/generic_block_119848/image-res.img.86fd8e4f-278e-431b-859f-f6652434a8f2.jpg	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/pluralsight/en/product/skills/security/jcr_content/main/generic_block_193899/parsys/generic_block_119848/image-res.img.86fd8e4f-278e-431b-859f-f6652434a8f2.jpg	(from https://www.pluralsight.com/product/skills/security)
06:25:45	98338/98338	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:25:45%20GMT	https://www.pluralsight.com/customer-stories/business/acxiom	/home/long/Desktop/tyxoa4/www.pluralsight.com/customer-stories/business/acxiom.html	(from https://www.pluralsight.com/product/skills/security)
06:25:45	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:25:45%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/pricing/skills)
06:25:46	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:25:46%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/pricing/skills)
06:25:47	252/252	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:25:47%20GMT	https://www.pluralsight.com/product/pluralsight-iq	/home/long/Desktop/tyxoa4/www.pluralsight.com/product/pluralsight-iq	(from https://www.pluralsight.com/pricing/skills)
06:25:49	152937/152937	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:25:48%20GMT	https://www.pluralsight.com/buy?sku=PROFESSIONAL-SG	/home/long/Desktop/tyxoa4/www.pluralsight.com/buy4c3f.html	(from https://www.pluralsight.com/pricing/skills)
06:25:50	152963/152963	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:25:49%20GMT	https://www.pluralsight.com/buy?sku=PROFESSIONAL-SG-PILOT&nomodal=true	/home/long/Desktop/tyxoa4/www.pluralsight.com/buybd96.html	(from https://www.pluralsight.com/pricing/skills)
06:25:50	267/267	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:25:50%20GMT	https://www.pluralsight.com/business/pilot-request/thank-you	/home/long/Desktop/tyxoa4/www.pluralsight.com/business/pilot-request/thank-you	(from https://www.pluralsight.com/pricing/skills)
06:25:52	3033/3033	---M--	200	added ('OK')	image/png	etag:%224e00-5b86ae2ac2db1%22	https://www.pluralsight.com/content/pluralsight/en/global/modals0/pilot/jcr:content/main/generic_block/parsys/column_control/column-parsys-1/column_control/column-parsys-2/image_859186222/image-res.img.bcc43deb-ebf5-4822-9173-e2ae25ae342d.png	/home/long/Desktop/tyxoa4/www.pluralsight.com/content/pluralsight/en/global/modals0/pilot/jcr_content/main/generic_block/parsys/column_control/column-parsys-1/column_control/column-parsys-2/image_859186222/image-res.img.bcc43deb-ebf5-48	(from https://www.pluralsight.com/pricing/skills)
